uniprot_kb,symbol,synonyms,full_name
,Bmb001973,,
,CA127789,,
,CA159349,,
,CA98909,,
,CG18102-PD,,
,CI223390,,
E1BXY4,DNM1,,dynamin 1
A0A0D9SFE4,B4DK06,B7ZAC0,Q05193,DNM1,DNM|EIEE31,dynamin 1
,DNM1,,
,DNM1,,
P54861,DNM1,,
Q08DF4,DNM1,,
,DNM1,,
Q5F469,DNM1L,,dynamin 1-like
B4DYR6,G8JLD5,O00429,DNM1L,DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV,dynamin 1-like
G7N6P0,DNM1L,,
,DNM1L,,
Q2KIA5,DNM1L,,
P50570,Q8N1K8,DNM2,CMT2M|CMTDI1|CMTDIB|DI-CMTB|DYN2|DYNII|LCCS5,dynamin 2
F7FF74,DNM2,,
G1PBG9,DNM2,,
A6H7I5,DNM2,,
,DNM2,,
,DNM2,,
,DNM2,,
,DNM3,,dynamin 3
Q9UQ16,DNM3,Dyna III,dynamin 3
,DNM3,,
,DNM3,,
,DNM3,,
,DNM3,,
A0A0J9YUN4,P39053,Dnm1,AI838169|Dnm|Ftfl|mKIAA4093,dynamin 1
E9PUD2,Q8K1M6,Dnm1l,6330417M19Rik|AI450666|Dlp1|Dnmlp1|Drp1|python,dynamin 1-like
O35303,Dnm1l,DLP1|Dnml1|Drp1,dynamin 1-like
G3X9G4,P39054,Q3T9X3,Q3TCR7,Dnm2,Dyn2|Udnm|b2b2159Clo,dynamin 2
P39052,Dnm2,DYIIAAB,dynamin 2
Q8BZ98,Dnm3,9630020E24Rik|AW061159|B230343F03Rik|C530045C17|mKIAA0820,dynamin 3
Q9VQE0,Drp1,CG3210|DRP|DRP1|DmelCG3210|Dnm1/Drp1|Drp|Drp-1|drp-1|drp1|frat|l(2)22Fc|l(2)22Fd|l(2)ND2|l(2)ND3,Dynamin related protein 1
,ENSAPMP00000001924,,
,ENSAPMP00000001926,,
,ENSAPMP00000017928,,
,ENSAPMP00000035962,,
,ENSBTAP00000017776,,
,ENSBTAP00000035984,,
,ENSCPOP00000000751,,
,ENSCPOP00000002085,,
,ENSCPOP00000013765,,
,ENSDARP00000004718,,
,ENSDARP00000090944,,
,ENSDARP00000090947,,
,ENSEEUP00000007020,,
,ENSEEUP00000010148,,
,ENSETEP00000005961,,
,ENSETEP00000012883,,
,ENSETEP00000014075,,
,ENSFCAP00000005419,,
,ENSFCAP00000012546,,
,ENSGACP00000005492,,
,ENSGACP00000005496,,
,ENSGACP00000005503,,
,ENSGACP00000005514,,
,ENSGACP00000005521,,
,ENSGACP00000013636,,
,ENSGACP00000014217,,
,ENSGACP00000014402,,
,ENSGACP00000021512,,
,ENSGACP00000021516,,
,ENSGACP00000021519,,
,ENSGACP00000021521,,
,ENSGACP00000021982,,
,ENSGACP00000024850,,
,ENSGACP00000025027,,
,ENSGACP00000025030,,
,ENSGACP00000025033,,
,ENSGALP00000021058,,
,ENSGALP00000039056,,
,ENSLAFP00000002843,,
,ENSLAFP00000011126,,
,ENSLAFP00000014555,,
,ENSMICP00000003115,,
,ENSMICP00000004666,,
,ENSMICP00000008890,,
,ENSMMUP00000009536,,
,ENSMMUP00000017955,,
,ENSMMUP00000018039,,
,ENSMMUP00000018041,,
,ENSMMUP00000019257,,
,ENSMMUP00000019258,,
,ENSMMUP00000031835,,
,ENSMMUP00000031836,,
,ENSMMUP00000031837,,
,ENSMMUP00000037635,,
,ENSMMUP00000037638,,
,ENSMMUP00000039891,,
,ENSMMUP00000039999,,
,ENSMODP00000004878,,
,ENSMODP00000007523,,
,ENSMODP00000011387,,
,ENSMODP00000011390,,
,ENSMODP00000015971,,
,ENSMODP00000036486,,
,ENSMODP00000036490,,
,ENSMODP00000036491,,
,ENSMODP00000036492,,
,ENSMODP00000038107,,
,ENSMODP00000038110,,
,ENSMODP00000038111,,
,ENSMUSP00000002626,,
,ENSMUSP00000039033,,
,ENSMUSP00000093944,,
,ENSMUSP00000108979,,
,ENSMUSP00000108981,,
,ENSMUSP00000108984,,
,ENSMUSP00000111063,,
,ENSMUSP00000112233,,
,ENSOANP00000000640,,
,ENSOANP00000001413,,
,ENSOANP00000001414,,
,ENSOANP00000018291,,
,ENSOANP00000018292,,
,ENSOANP00000018293,,
,ENSOANP00000021094,,
,ENSOANP00000021097,,
,ENSOANP00000026067,,
,ENSOGAP00000010524,,
,ENSOPRP00000005325,,
,ENSOPRP00000013552,,
,ENSOPRP00000015032,,
,ENSORLP00000002351,,
,ENSORLP00000004517,,
,ENSORLP00000004521,,
,ENSORLP00000004524,,
,ENSORLP00000008600,,
,ENSORLP00000008817,,
,ENSORLP00000012522,,
,ENSORLP00000013418,,
,ENSORLP00000013948,,
,ENSORLP00000018724,,
,ENSORLP00000022075,,
,ENSORLP00000022077,,
,ENSORLP00000022078,,
,ENSP00000266479,,
,ENSP00000313164,,
,ENSP00000350876,,
,ENSP00000351969,,
,ENSP00000356706,,
,ENSP00000373904,,
,ENSP00000377214,,
,ENSRNOP00000002479,,
,ENSRNOP00000002485,,
,ENSRNOP00000010362,,
,ENSRNOP00000011110,,
,ENSRNOP00000040228,,
,ENSRNOP00000041582,,
,ENSRNOP00000041640,,
,ENSRNOP00000046016,,
,ENSRNOP00000046629,,
,ENSRNOP00000047444,,
,ENSRNOP00000057073,,
,ENSRNOP00000057074,,
,ENSSARP00000012235,,
,ENSSTOP00000006862,,
,ENSSTOP00000007018,,
,ENSSTOP00000007166,,
,ENSTBEP00000004940,,
,ENSTBEP00000006688,,
,ENSTBEP00000011928,,
,HR101987,,
,HR79668,,
,LG229950,,
,LOC100022725,,
,LOC101425172,,
,NV174867,,
,NV191557,,
,PPA124455,,
,PPA130413,,
,PPA142116,,
,PPA169834,,
,PTA216844,,
,PTA292354,,
,TR141386,,
,TR598544,,
,TR601834,,
,TR615051,,
,TR615629,,
,TR619549,,
,TR713088,,
,TR750632,,
P21576,VPS1,GRD1|LAM1|SPO15|VPL1|VPT26,
,XT186937,,
,XT340426,,
,XT412263,,
,XT464650,,
Q09748,dnm1,,
E7FC95,E9QF63,dnm1b,dnm1|si:ch73-310g9.3,dynamin 1b
Q7SXN5,dnm1l,zgc:66163,dynamin 1-like
A0A0R4IIR1,Q4V8Z7,T1SXK0,dnm2a,dnm2|zgc:114072,dynamin 2a
R4GE56,dnm3a,dnm3|si:dkey-19f21.3,dynamin 3a
P39055,dyn-1,,
A4V4I8,A4V4J0,E1JJA4,E1JJA5,M9PHQ0,M9PJN9,P27619,X2JE15,shi,CG18102|DNM3|DYN|Ddyn|Ddyn3|Ddyn4|DmelCG18102|Dyn|Shi|anon-WO0153538.12|anon-WO0153538.13|anon-WO0153538.14|dDyn|dyn|dynamin|l(1)VII|l(1)shi|shibere,shibire
,AAB54035.1,,
Q16WJ9,AaeL_AAEL009200,,
Q5TMX8,AgaP_AGAP012417,AgaP_ENSANGG00000008734|ENSANGG00000008734,
,BAF28048.1,,
,BF92228,,
,BF92229,,
,CA229168,,
,CI291639,,
,ENSCPOP00000002905,,
,ENSDNOP00000012619,,
,ENSEEUP00000013899,,
,ENSETEP00000013151,,
,ENSGACP00000018893,,
,ENSGACP00000018898,,
,ENSGALP00000012186,,
,ENSGALP00000038759,,
,ENSLAFP00000003768,,
,ENSMICP00000000611,,
,ENSMMUP00000030843,,
,ENSMMUP00000030844,,
,ENSMODP00000025876,,
,ENSMODP00000025878,,
,ENSOANP00000020837,,
,ENSOANP00000020838,,
,ENSOANP00000022834,,
,ENSOANP00000022835,,
,ENSOGAP00000005246,,
,ENSOPRP00000007966,,
,ENSORLP00000000787,,
,ENSRNOP00000002919,,
,ENSRNOP00000056563,,
,ENSRNOP00000056565,,
,ENSSARP00000009979,,
,ENSSTOP00000000195,,
,ENSTBEP00000007538,,
E1BS87,EXOC1,SEC3L1,exocyst complex component 1
A0A024RDA1,A0A024RDA9,Q9NV70,EXOC1,BM-102|SEC3|SEC3L1|SEC3P,exocyst complex component 1
F7DKR4,EXOC1,,
,EXOC1,,
F1MC63,EXOC1,,
G1TER0,EXOC1,,
Q5PPR2,Q6P1Y9,Q8R3S6,Exoc1,2810407P21Rik|A730011E05Rik|SEC3|Sec3l1|Sec3p,exocyst complex component 1
Q4V8H2,Exoc1,Sec3l1,exocyst complex component 1
,HR76461,,
,LG233685,,
,NV228848,,
,PPA127097,,
,PPA178580,,
,PPA185181,,
P33332,SEC3,PSL1,
Q9VVG4,V5P0Q7,Sec3,CG3885|DmelCG3885|sec3,Sec3 ortholog (S. cerevisiae)
,TR574439,,
,XT452410,,
Q7T2A6,exoc1,sec3l1|wu:fb58e03|zgc:64145,exocyst complex component 1
Q16UF1,AaeL_AAEL009926,,
Q7PY37,AgaP_AGAP001733,AgaP_ENSANGG00000006397|ENSANGG00000006397,
,BF214268,,
,BF218876,,
,Bmb020924,,
,CA104603,,
,CI260526,,
,ENSAPMP00000023980,,
,ENSAPMP00000026519,,
,ENSAPMP00000026706,,
,ENSAPMP00000031647,,
,ENSCPOP00000003255,,
,ENSEEUP00000011147,,
,ENSETEP00000014975,,
,ENSGACP00000006604,,
,ENSGALP00000020908,,
,ENSGALP00000036408,,
,ENSLAFP00000010826,,
,ENSMICP00000007299,,
,ENSMMUP00000031011,,
,ENSMMUP00000031013,,
,ENSMODP00000034757,,
,ENSOANP00000010111,,
,ENSOPRP00000011608,,
,ENSORLP00000015862,,
,ENSORLP00000015863,,
,ENSRNOP00000050367,,
,ENSSARP00000006231,,
,ENSTBEP00000003196,,
,EXOC2,,
G1PQ62,EXOC2,,
E1BDW9,EXOC2,,
,EXOC2,,
,EXOC2,,
,EXOC2,,
Q9D4H1,Exoc2,2410030I24Rik|AI648199|Sec5|Sec5l1,exocyst complex component 2
I3MHF4,Exoc2,,
,HR193281,,
,LG108931,,
,NV247537,,
,PPA117028,,
,PPA121949,,
,PPA122743,,
,PTA204897,,
,PTA798630,,
P89102,SEC5,,
Q9VQQ9,Sec5,CG8843|DmelCG8843|SEC5|Sec-5|Sec5p|dsec5|sec5,Sec5 ortholog (S. cerevisiae)
,TR741203,,
,XT170575,,
Q6PGY8,exoc2,sec5l1|zgc:63558|zgc:77855,exocyst complex component 2
Q22706,sec-5,,
,AAA79344.3,,
Q172M4,AaeL_AAEL007330,,
Q16I77,AaeL_AAEL013769,,
Q7PW81,AgaP_AGAP009058,AgaP_ENSANGG00000014041|ENSANGG00000014041,
,BF119363,,
,BF242545,,
,Bmb029975,,
,CA214437,,
,CI224803,,
,ENSAPMP00000017898,,
,ENSAPMP00000020185,,
,ENSAPMP00000022432,,
,ENSBTAP00000047178,,
,ENSCPOP00000005406,,
,ENSCPOP00000008991,,
,ENSCPOP00000009734,,
,ENSCPOP00000009823,,
,ENSDARP00000075431,,
,ENSEEUP00000014590,,
,ENSFCAP00000008591,,
,ENSGACP00000002920,,
,ENSGACP00000006170,,
,ENSGACP00000019584,,
,ENSLAFP00000004365,,
,ENSMICP00000001683,,
,ENSMICP00000007041,,
,ENSMMUP00000005046,,
,ENSMMUP00000005048,,
,ENSMMUP00000026665,,
,ENSMMUP00000028493,,
,ENSMMUP00000032553,,
,ENSMODP00000016797,,
,ENSMODP00000031847,,
,ENSMODP00000031848,,
,ENSMUSP00000021709,,
,ENSMUSP00000021710,,
,ENSMUSP00000105415,,
,ENSOANP00000015153,,
,ENSOANP00000015154,,
,ENSOANP00000016140,,
,ENSOANP00000016141,,
,ENSOANP00000016142,,
,ENSOPRP00000012264,,
,ENSOPRP00000013832,,
,ENSORLP00000018809,,
,ENSP00000325008,,
,ENSSARP00000007497,,
,ENSSARP00000012716,,
,ENSTBEP00000012213,,
,ENSTBEP00000013063,,
F1NHD9,Q5ZJ55,EXOC3,SEC6L1,exocyst complex component 3
F6SBJ3,EXOC3,,
,EXOC3,,
Q0V8C2,EXOC3,,
,EXOC3,,
M3WML2,EXOC3,,
,EXOC3,,
H0WY39,EXOC3,,
E1BUJ3,EXOC3L1,EXOC3L,exocyst complex component 3-like 1
A0A024R6U6,Q86VI1,EXOC3L1,EXOC3L,exocyst complex component 3 like 1
F6UJY2,EXOC3L1,EXOC3L,
,EXOC3L1,,
G1NUV9,EXOC3L1,,
Q0VCR8,EXOC3L1,EXOC3L,
,EXOC3L1,,
,EXOC3L4,C14orf73,exocyst complex component 3 like 4
Q17RC7,EXOC3L4,C14orf73,exocyst complex component 3 like 4
F7CNI2,EXOC3L4,,
,EXOC3L4,,
Q6KAR6,Q8K0E2,Exoc3,2810050O03Rik|E430013E20Rik|Sec6|Sec6l1,exocyst complex component 3
Q62825,Exoc3,Sec6|Sec6l1|rSec6,exocyst complex component 3
,Exoc3,,
Q8BI71,Exoc3l,C730015A04Rik|Exoc3l1,exocyst complex component 3-like
D4AC37,Exoc3l1,Exoc3l|RGD1311132,exocyst complex component 3-like 1
,Exoc3l1,,
A0A0R4J0W9,Q6DIA2,Exoc3l4,1200009I06Rik|1600013K19Rik,exocyst complex component 3-like 4
B2GUV9,Exoc3l4,RGD1307749,exocyst complex component 3-like 4
,HR157895,,
,LG235649,,
,NV10193,,
,PTA592192,,
,PTA836123,,
Q9V8K2,Sec6,CG5341|DmelCG5341|Dsec6|Sec6p|dsec6|sec 6|sec6,Sec6 ortholog (S. cerevisiae)
Q03169,TNFAIP2,B94|EXOC3L3,TNF alpha induced protein 2
,TR295964,,
Q61333,Tnfaip2,B94|Exoc3l3|M-sec|Tnfip2|tnfb94,tumor necrosis factor, alpha-induced protein 2
D3ZYQ3,Tnfaip2,,TNF alpha induced protein 2
,XT293182,,
,XT448527,,
,XT456467,,
Q7ZVS2,exoc3,fi26g09|sec6l1|wu:fi26g09|wu:fi34a09|wu:fj62h05|wu:fk66f08|zgc:55709,exocyst complex component 3
A2AV37,exoc3l1,exoc3l|si:ch211-51l3.1,exocyst complex component 3-like 1
E7EY52,X1WGU0,exoc3l2b,,exocyst complex component 3-like 2b
Q177C5,AaeL_AAEL006185,,
Q7PY10,AgaP_AGAP001694,AgaP_ENSANGG00000006426|ENSANGG00000006426,
,BAF23435.1,,
,BF128679,,
,BF255796,,
,CA172210,,
,CAA20702.1,,
,CI370103,,
,ENSDARP00000092393,,
,ENSDNOP00000012580,,
,ENSEEUP00000006149,,
,ENSETEP00000003972,,
,ENSFCAP00000011953,,
,ENSGACP00000026058,,
,ENSGALP00000013799,,
,ENSLAFP00000009503,,
,ENSMICP00000010276,,
,ENSMLUP00000009937,,
,ENSMODP00000034207,,
,ENSMUSP00000012723,,
,ENSMUSP00000066184,,
,ENSMUSP00000110732,,
,ENSOANP00000018189,,
,ENSOANP00000018190,,
,ENSOGAP00000008258,,
,ENSOPRP00000015397,,
,ENSORLP00000018211,,
,ENSORLP00000018215,,
,ENSRNOP00000045127,,
,ENSRNOP00000050125,,
,ENSSARP00000006164,,
,ENSSTOP00000011062,,
,ENSTBEP00000001751,,
,EXOC4,SEC8L1,exocyst complex component 4
Q6NX51,Q96A65,EXOC4,SEC8|SEC8L1|Sec8p,exocyst complex component 4
,EXOC4,,
A6QLD1,EXOC4,,
G1T1R9,EXOC4,,
O35382,Q9CXE1,Exoc4,C78892|Sec8|Sec8l1,exocyst complex component 4
,HR186534,,
,LG122393,,
,NV10259,,
,PPA112665,,
,PPA123978,,
,PPA128369,,
,PTA832489,,
,PTA833873,,
P32855,SEC8,,
Q9VNH6,U3PXA7,Sec8,CG2095|DmelCG2095|Sec8p|dsec8|fun|sec8,Sec8 ortholog (S. cerevisiae)
,TR708338,,
,XT155277,,
,XT305727,,
Q5TYY2,exoc4,si:ch211-92l17.2|si:rp71-18a24.2,exocyst complex component 4
Q9XWS2,sec-8,,
,AAA82266.1,,
Q17B75,AaeL_AAEL005061,,
Q7PQN8,AgaP_AGAP004147,AgaP_ENSANGG00000008802|ENSANGG00000008802,
,BAF29488.1,,
,BF125658,,
,Bmb002389,,
,CA182979,,
,CI288999,,
,ENSCPOP00000010561,,
,ENSDARP00000079289,,
,ENSEEUP00000009348,,
,ENSETEP00000013289,,
,ENSGACP00000010476,,
,ENSGACP00000010481,,
,ENSLAFP00000010563,,
,ENSMMUP00000024027,,
,ENSMMUP00000032891,,
,ENSMODP00000032448,,
,ENSMUSP00000087302,,
,ENSOANP00000018744,,
,ENSOANP00000018745,,
,ENSOPRP00000014601,,
,ENSORLP00000020273,,
,ENSP00000342100,,
,ENSRNOP00000018914,,
,ENSSARP00000002177,,
,ENSTBEP00000008989,,
Q5F3N2,EXOC5,SEC10L1,exocyst complex component 5
,EXOC5,,
,EXOC5,,
,EXOC5,,
,EXOC5,,
,EXOC5,,
,EXOC5,,
,EXOC5,,
,HR109389,,
,LG215620,,
,NV246570,,
,PPA120365,,
,PPA172341,,
,PPA197976,,
,PTA816613,,
,PTA823992,,
Q9XTM1,S5MHR4,Sec10,CG6159|DmelCG6159|P71|Sec10p|dSec10|dsec10|sec10,Sec10 ortholog (S. cerevisiae)
,TR736579,,
,XT292544,,
O13705,sec10,,
,AAL02447.3,,
Q17EP0,AaeL_AAEL003736,,
Q7Q546,AgaP_AGAP006648,AgaP_ENSANGG00000008861|ENSANGG00000008861,
,BAF04899.1,,
,BAF10973.1,,
,BAF26513.1,,
,BF105117,,
,BF108425,,
,Bmb002537,,
,CA168993,,
,CAA20451.1,,
,CI260248,,
,ENSAPMP00000009903,,
,ENSAPMP00000029883,,
,ENSBTAP00000046397,,
,ENSCPOP00000003435,,
,ENSCPOP00000009596,,
,ENSDARP00000026158,,
,ENSDARP00000091962,,
,ENSEEUP00000002922,,
,ENSEEUP00000008131,,
,ENSETEP00000005310,,
,ENSETEP00000012790,,
,ENSFCAP00000009217,,
,ENSGACP00000020283,,
,ENSGACP00000024865,,
,ENSGALP00000025892,,
,ENSLAFP00000002502,,
,ENSLAFP00000015189,,
,ENSMICP00000010257,,
,ENSMICP00000011948,,
,ENSMLUP00000001862,,
,ENSMMUP00000014252,,
,ENSMMUP00000015928,,
,ENSMMUP00000015929,,
,ENSMODP00000022532,,
,ENSMODP00000023948,,
,ENSMODP00000027978,,
,ENSMUSP00000036834,,
,ENSMUSP00000037897,,
,ENSMUSP00000059163,,
,ENSOANP00000024787,,
,ENSOANP00000024788,,
,ENSOPRP00000004493,,
,ENSOPRP00000014496,,
,ENSORLP00000018160,,
,ENSP00000290144,,
,ENSP00000360602,,
,ENSRNOP00000020698,,
,ENSRNOP00000054363,,
,ENSSARP00000004476,,
,ENSSARP00000007656,,
,ENSTBEP00000003243,,
,ENSTBEP00000007232,,
Q5ZJ05,EXOC6,SEC15L1,exocyst complex component 6
A5YP36,B2RDH5,B3KXY5,B7Z6G5,E7EW84,Q8TAG9,EXOC6,EXOC6A|SEC15|SEC15L|SEC15L1|SEC15L3|Sec15p,exocyst complex component 6
F7FZN9,EXOC6,,
F7EZ69,EXOC6,,
,EXOC6,,
A6QLT7,EXOC6,,
G1SCS1,U3KNN3,EXOC6,,
,EXOC6,,
A0A0U1RRB6,Q9H8D6,Q9Y2D4,EXOC6B,SEC15B|SEC15L2,exocyst complex component 6B
,EXOC6B,,
F1MIR2,Q3SX35,EXOC6B,EXOC6,
M3WKX2,EXOC6B,,
G1T967,EXOC6B,,
H0X837,EXOC6B,,
Q3U9D6,Q8C670,Exoc6,4833405E05Rik|AW413330|C430002C19|Sec15|Sec15l1|hbd|msec15,exocyst complex component 6
,Exoc6,,
,HR157969,,
,LG115306,,
,NV20546,,
,PPA125337,,
,PPA217616,,
,PTA652542,,
,PTA664416,,
,PTA755576,,
P22224,SEC15,,
Q9VDE6,Sec15,3R41|CG7034|DmelCG7034|Sec15p|dsec15|sec15,Sec15 ortholog (S. cerevisiae)
,TR584483,,
,TR712121,,
,XT468511,,
,XT469163,,
Q16UP9,AaeL_AAEL009832,,
Q5TQS7,AgaP_AGAP006682,AgaP_ENSANGG00000018442|ENSANGG00000018442,
,BAF06250.1,,
,BAF06595.1,,
,BAF07141.1,,
,BAF08829.1,,
,BAF14520.1,,
,BAF16234.1,,
,BAF17736.1,,
,BAF23876.1,,
,BAF24239.1,,
,BAF25190.1,,
,BAF27646.1,,
,BAF27685.1,,
,BF113774,,
,BF123160,,
,CA153271,,
,CI297238,,
,ENSAPMP00000019259,,
,ENSAPMP00000026289,,
,ENSAPMP00000026625,,
,ENSCPOP00000004881,,
,ENSEEUP00000005481,,
,ENSETEP00000004111,,
,ENSGALP00000003183,,
,ENSMICP00000007054,,
,ENSMLUP00000014551,,
,ENSMMUP00000011657,,
,ENSMMUP00000011658,,
,ENSMMUP00000034034,,
,ENSMODP00000010306,,
,ENSMODP00000010309,,
,ENSMODP00000010312,,
,ENSMUSP00000102016,,
,ENSMUSP00000102017,,
,ENSOANP00000005615,,
,ENSOPRP00000010396,,
,ENSORLP00000017413,,
,ENSP00000345581,,
,ENSP00000349767,,
,ENSRNOP00000013241,,
,ENSSARP00000013119,,
Q5ZIN3,EXOC7,,exocyst complex component 7
B4DJ07,B5MCY9,Q63HP7,Q9UPT5,EXOC7,2-5-3p|EX070|EXO70|EXOC1|Exo70p|YJL085W,exocyst complex component 7
F7DSN1,F7DT40,H9FRW5,EXOC7,,
F7FTY5,EXOC7,,
Q3ZC43,EXOC7,,
,EXOC7,,
H0WJQ8,EXOC7,,
H1UUN4,Q9VSJ8,Exo70,CG7127|DmelCG7127|Exo70p|exo70,Exo70 ortholog (S. cerevisiae)
A2AAN0,O35250,Q3USE0,Q542L0,Exoc7,Exo70|sec70,exocyst complex component 7
O54922,Exoc7,Exo70,exocyst complex component 7
I3M9U3,Exoc7,,
,HR159872,,
,LG210312,,
,PPA113110,,
,PPA141382,,
,PPA161804,,
,PPA162075,,
,PPA164957,,
,PPA165824,,
,PPA179926,,
,PPA184023,,
,PPA194945,,
,PPA210127,,
,PPA30684,,
,PPA41352,,
,PTA174621,,
,PTA179222,,
,PTA250398,,
,PTA271461,,
,PTA277629,,
,PTA298778,,
,PTA549217,,
,PTA558114,,
,PTA561517,,
,PTA563471,,
,PTA567808,,
,PTA575343,,
,PTA576514,,
,PTA577750,,
,PTA596423,,
,PTA662149,,
,PTA668663,,
,PTA762724,,
,PTA765130,,
,PTA765385,,
,PTA770437,,
,PTA779214,,
,PTA785947,,
,PTA799586,,
,PTA833932,,
,PTA834665,,
,TR190679,,
,XT466320,,
Q16T01,AaeL_AAEL010432,,
Q7QB33,AgaP_AGAP004207,AgaP_ENSANGG00000010341|ENSANGG00000010341,
,BF124535,,
,BF132681,,
,Bmb020454,,
,CA141927,,
,CI290396,,
,ENSAPMP00000030071,,
,ENSETEP00000009174,,
,ENSFCAP00000004911,,
,ENSGACP00000009113,,
,ENSMICP00000014083,,
,ENSMMUP00000006939,,
,ENSMODP00000011001,,
,ENSOANP00000021643,,
,ENSOANP00000021644,,
,ENSOCUP00000011367,,
,ENSOGAP00000007765,,
,ENSORLP00000022001,,
,ENSP00000353564,,
Q5ZJ43,EXOC8,,exocyst complex component 8
Q8IYI6,EXOC8,EXO84|Exo84p|SEC84,exocyst complex component 8
A4IF89,EXOC8,,
Q7KRZ3,Q9VBI4,Exo84,CG6095|DExo84|DmelCG6095|Exo84p|anon-WO0153538.55|exo84|onr,Exo84 ortholog (S. cerevisiae)
Q6PGF7,Exoc8,AI414418|EXO84|Exo84p|R74783|SEC84,exocyst complex component 8
O54924,Exoc8,Exo84,exocyst complex component 8
,LG207015,,
,NV239067,,
,PPA131734,,
,PPA153299,,
,PPA775,,
,TR567895,,
,XT404920,,
Q7YTV2,Q95Q35,exoc-8,,
,AAEL007288-PB,,
,AGAP003018-PA,,
Q17EC7,AaeL_AAEL003829,,
Q172Q5,Q172Q6,AaeL_AAEL007288,,
Q16WY5,AaeL_AAEL009068,,
Q7PWP5,AgaP_AGAP008896,AgaP_ENSANGG00000011424|ENSANGG00000011424,
Q7QHP4,AgaP_AGAP011286,AgaP_ENSANGG00000006218|ENSANGG00000006218,
,BF121263,,
,BF243806,,
,BF59806,,
,BF60684,,
,BF87747,,
,BF95052,,
,CA183812,,
,CA98909,,
,CG18102-PD,,
,CI216950,,
,CI223390,,
E1BXY4,DNM1,,dynamin 1
A0A0D9SFE4,B4DK06,B7ZAC0,Q05193,DNM1,DNM|EIEE31,dynamin 1
,DNM1,,
Q08DF4,DNM1,,
Q5F469,DNM1L,,dynamin 1-like
B4DYR6,G8JLD5,O00429,DNM1L,DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV,dynamin 1-like
G7N6P0,DNM1L,,
,DNM1L,,
P50570,Q8N1K8,DNM2,CMT2M|CMTDI1|CMTDIB|DI-CMTB|DYN2|DYNII|LCCS5,dynamin 2
F7FF74,DNM2,,
G1PBG9,DNM2,,
A6H7I5,DNM2,,
,DNM2,,
Q9UQ16,DNM3,Dyna III,dynamin 3
,DNM3,,
,DNM3,,
,DNM3,,
A0A0J9YUN4,P39053,Dnm1,AI838169|Dnm|Ftfl|mKIAA4093,dynamin 1
E9PUD2,Q8K1M6,Dnm1l,6330417M19Rik|AI450666|Dlp1|Dnmlp1|Drp1|python,dynamin 1-like
O35303,Dnm1l,DLP1|Dnml1|Drp1,dynamin 1-like
G3X9G4,P39054,Q3T9X3,Q3TCR7,Dnm2,Dyn2|Udnm|b2b2159Clo,dynamin 2
P39052,Dnm2,DYIIAAB,dynamin 2
Q8BZ98,Dnm3,9630020E24Rik|AW061159|B230343F03Rik|C530045C17|mKIAA0820,dynamin 3
Q9VQE0,Drp1,CG3210|DRP|DRP1|DmelCG3210|Dnm1/Drp1|Drp|Drp-1|drp-1|drp1|frat|l(2)22Fc|l(2)22Fd|l(2)ND2|l(2)ND3,Dynamin related protein 1
,ENSAPMP00000001924,,
,ENSAPMP00000017928,,
,ENSAPMP00000022405,,
,ENSAPMP00000023557,,
,ENSAPMP00000026204,,
,ENSAPMP00000031318,,
,ENSAPMP00000035962,,
,ENSBTAP00000017776,,
,ENSBTAP00000035984,,
,ENSCPOP00000002085,,
,ENSCPOP00000005346,,
,ENSCPOP00000013765,,
,ENSCPOP00000014116,,
,ENSDARP00000019036,,
,ENSDARP00000065102,,
,ENSDARP00000086457,,
,ENSDARP00000090947,,
,ENSDNOP00000011366,,
,ENSEEUP00000006326,,
,ENSEEUP00000010148,,
,ENSETEP00000010611,,
,ENSETEP00000012883,,
,ENSFCAP00000000646,,
,ENSGACP00000005492,,
,ENSGACP00000005496,,
,ENSGACP00000005503,,
,ENSGACP00000005514,,
,ENSGACP00000005521,,
,ENSGACP00000012135,,
,ENSGACP00000012153,,
,ENSGACP00000012158,,
,ENSGACP00000012249,,
,ENSGACP00000013636,,
,ENSGACP00000014217,,
,ENSGACP00000014402,,
,ENSGACP00000021512,,
,ENSGACP00000021516,,
,ENSGACP00000021519,,
,ENSGACP00000021521,,
,ENSGACP00000021982,,
,ENSGACP00000024850,,
,ENSGACP00000025027,,
,ENSGACP00000025030,,
,ENSGACP00000025033,,
,ENSGALP00000021058,,
,ENSGALP00000039056,,
,ENSLAFP00000001147,,
,ENSLAFP00000011126,,
,ENSMICP00000003115,,
,ENSMICP00000008890,,
,ENSMICP00000011308,,
,ENSMMUP00000009536,,
,ENSMMUP00000012799,,
,ENSMMUP00000012801,,
,ENSMMUP00000012802,,
,ENSMMUP00000012804,,
,ENSMMUP00000017955,,
,ENSMMUP00000018041,,
,ENSMMUP00000019257,,
,ENSMMUP00000031836,,
,ENSMMUP00000031837,,
,ENSMMUP00000035658,,
,ENSMMUP00000037635,,
,ENSMMUP00000037638,,
,ENSMMUP00000039999,,
,ENSMODP00000004878,,
,ENSMODP00000015971,,
,ENSMODP00000034554,,
,ENSMODP00000036490,,
,ENSMODP00000036491,,
,ENSMODP00000036492,,
,ENSMODP00000038107,,
,ENSMODP00000038110,,
,ENSMODP00000038111,,
,ENSMUSP00000002626,,
,ENSMUSP00000024112,,
